unique_id,id,dataset,split,text,source,category,similarity_score,candidate_example,candidate_text,values_indices,json_answer,attributes,attributes_values,values
1610888,B001KU6UFI,oa-mine,train,"Stacy Adams Men's Templin Bicycle-Toe Slip-On,Cognac,10.5 M",,,,,,,"{""brand"": ""Stacy Adams"", ""category"": ""calçados"", ""color"": ""Cognac"", ""size"": ""10.5 M""}","['brand', 'category', 'color', 'size']","attribute: brand, value: Stacy Adams | attribute: category, value: calçados | attribute: color, value: Cognac | attribute: size, value: 10.5 M","['Stacy Adams', 'calçados', 'Cognac', '10.5 M']"
1542303,B01AL37RTM,oa-mine,train,Shout Stain Remover Refill (128 oz),,,,,,,"{""brand"": ""Shout"", ""size"": ""128 oz"", ""category"": ""removel de manchas""}","['brand', 'size', 'category']","attribute: brand, value: Shout | attribute: size, value: 128 oz | attribute: category, value: removel de manchas","['Shout', '128 oz', 'removel de manchas']"
774136,B079Y4X7D5,oa-mine,validation,Gloria Jean's Coffee Raspberry Chocolate Lava Keurig K-Cup Pods (24),,,,,,,"{""brand"": ""Gloria Jean's"", ""category"": ""Coffee"", ""type"": ""Keurig K-Cup Pods"", ""flavor"": ""Raspberry Chocolate Lava"", ""quantity"": 24}","['brand', 'category', 'type', 'flavor', 'quantity']","attribute: brand, value: Gloria Jean's | attribute: category, value: Coffee | attribute: type, value: Keurig K-Cup Pods | attribute: flavor, value: Raspberry Chocolate Lava | attribute: quantity, value: 24","[""Gloria Jean's"", 'Coffee', 'Keurig K-Cup Pods', 'Raspberry Chocolate Lava', 24]"
1062590,B00P5DWHEY,oa-mine,validation,"Luzianne Specially Blended gallon Size Iced Tea Bags, 24 Count Box",,,,,,,"{""brand"": ""Luzianne"", ""category"": ""chá"", ""size"": ""gallon"", ""count"": 24, ""type"": ""Iced Tea Bags""}","['brand', 'category', 'size', 'count', 'type']","attribute: brand, value: Luzianne | attribute: category, value: chá | attribute: size, value: gallon | attribute: count, value: 24 | attribute: type, value: Iced Tea Bags","['Luzianne', 'chá', 'gallon', 24, 'Iced Tea Bags']"
416383,B00G91NSAS,oa-mine,train,Cascadian Farm Organic Graham Crunch Cereal 9.6 oz,,,,,,,"{""brand"": ""Cascadian Farm"", ""category"": ""cereal"", ""weight"": ""9.6 oz""}","['brand', 'category', 'weight']","attribute: brand, value: Cascadian Farm | attribute: category, value: cereal | attribute: weight, value: 9.6 oz","['Cascadian Farm', 'cereal', '9.6 oz']"
289753,B0030ZEGDY,oa-mine,train,"Banana Boat Ultra Sport Sunscreen Lotion, Broad Spectum SPF 30, 8 Fl Oz",,,,,,,"{""brand"": ""Banana Boat"", ""category"": ""sunscreen"", ""size"": ""8 Fl Oz"", ""spf"": ""30"", ""color"": null, ""key_attribute"": ""Broad Spectum""}","['brand', 'category', 'size', 'spf', 'color', 'key_attribute']","attribute: brand, value: Banana Boat | attribute: category, value: sunscreen | attribute: size, value: 8 Fl Oz | attribute: spf, value: 30 | attribute: color, value: None | attribute: key_attribute, value: Broad Spectum","['Banana Boat', 'sunscreen', '8 Fl Oz', '30', None, 'Broad Spectum']"
1406727,B00S0AOKJO,oa-mine,train,"Quaker Real Medleys Super Grains Oatmeal+, Banana Walnut, Oatmeal Cups, 12 Count",,,,,,,"{""brand"": ""Quaker"", ""category"": ""oatmeal"", ""flavor"": ""Banana Walnut"", ""quantity"": ""12 Count""}","['brand', 'category', 'flavor', 'quantity']","attribute: brand, value: Quaker | attribute: category, value: oatmeal | attribute: flavor, value: Banana Walnut | attribute: quantity, value: 12 Count","['Quaker', 'oatmeal', 'Banana Walnut', '12 Count']"
319671,B0014N3FV8,oa-mine,train,"Bigelow Tea Green Tea with Mango, 20 ct",,,,,,,"{""quantity"": ""20"", ""category"": ""chá"", ""flavor"": ""Green Tea with Mango""}","['quantity', 'category', 'flavor']","attribute: quantity, value: 20 | attribute: category, value: chá | attribute: flavor, value: Green Tea with Mango","['20', 'chá', 'Green Tea with Mango']"
1583526,B000I4DHEY,oa-mine,train,Solaray Lipotropic 1000 Plus Vitamin Capsules | 100 Count,,,,,,,"{""brand"": ""Solaray"", ""category"": ""vitaminas"", ""count"": 100, ""intended_use"": ""lipotropic""}","['brand', 'category', 'count', 'intended_use']","attribute: brand, value: Solaray | attribute: category, value: vitaminas | attribute: count, value: 100 | attribute: intended_use, value: lipotropic","['Solaray', 'vitaminas', 100, 'lipotropic']"
225455,B07BFSFCDS,oa-mine,train,"Amazon Elements Vitamin E, 400 IU, 100 Softgels, more than a 3 month supply (Packaging may vary)",,,,,,,"{""brand"": ""Amazon Elements"", ""category"": ""vitaminas"", ""quantity"": ""400 IU"", ""packaging"": ""Softgels"", ""supply"": ""more than a 3 month"", ""other"": ""Packaging may vary""}","['brand', 'category', 'quantity', 'packaging', 'supply', 'other']","attribute: brand, value: Amazon Elements | attribute: category, value: vitaminas | attribute: quantity, value: 400 IU | attribute: packaging, value: Softgels | attribute: supply, value: more than a 3 month | attribute: other, value: Packaging may vary","['Amazon Elements', 'vitaminas', '400 IU', 'Softgels', 'more than a 3 month', 'Packaging may vary']"
1528414,B00F22IZXU,oa-mine,train,Sewak Al-Falah: Miswak (Traditional Natural Toothbrush) (3 Pack),,,,,,,"{""brand"": ""Sewak Al-Falah"", ""category"": ""toothbrush"", ""quantity"": 3, ""intended_use"": ""traditional natural toothbrush""}","['brand', 'category', 'quantity', 'intended_use']","attribute: brand, value: Sewak Al-Falah | attribute: category, value: toothbrush | attribute: quantity, value: 3 | attribute: intended_use, value: traditional natural toothbrush","['Sewak Al-Falah', 'toothbrush', 3, 'traditional natural toothbrush']"
707660,B000VQFX5A,oa-mine,train,"Foamtreads Women's CODDELSN, Mauve, 8.5 B US",,,,,,,"{""brand"": ""Foamtreads"", ""category"": ""calçados"", ""color"": ""Mauve"", ""size"": ""8.5 B US""}","['brand', 'category', 'color', 'size']","attribute: brand, value: Foamtreads | attribute: category, value: calçados | attribute: color, value: Mauve | attribute: size, value: 8.5 B US","['Foamtreads', 'calçados', 'Mauve', '8.5 B US']"
293557,B00N03CMJG,oa-mine,train,Bariatric Fusion Complete Chewable Multivitamin and Mineral Supplement Orange Cream 120 Tablets for Gastric Bypass and Sleeve Gastrectomy,,,,,,,"{""brand"": ""Bariatric Fusion"", ""category"": ""multivitamin"", ""flavor"": ""Orange Cream"", ""quantity"": ""120 Tablets"", ""intended_use"": ""Gastric Bypass and Sleeve Gastrectomy""}","['brand', 'category', 'flavor', 'quantity', 'intended_use']","attribute: brand, value: Bariatric Fusion | attribute: category, value: multivitamin | attribute: flavor, value: Orange Cream | attribute: quantity, value: 120 Tablets | attribute: intended_use, value: Gastric Bypass and Sleeve Gastrectomy","['Bariatric Fusion', 'multivitamin', 'Orange Cream', '120 Tablets', 'Gastric Bypass and Sleeve Gastrectomy']"
1368013,B004R8K1XW,oa-mine,train,"Post Fruity Pebbles Cereal, 2.0-Ounce (Pack of 12)",,,,,,,"{""brand"": ""Post"", ""category"": ""cereal"", ""size"": ""2.0-Ounce (Pack of 12)"", ""intended_use"": ""consumo de café da manhã""}","['brand', 'category', 'size', 'intended_use']","attribute: brand, value: Post | attribute: category, value: cereal | attribute: size, value: 2.0-Ounce (Pack of 12) | attribute: intended_use, value: consumo de café da manhã","['Post', 'cereal', '2.0-Ounce (Pack of 12)', 'consumo de café da manhã']"
2102932,B00DY68AC2,oa-mine,test,"milk_shake Incredible Milk, 5.1 Fl Oz",,,,,,,"{""size"": ""5.1 Fl Oz""}",['size'],"attribute: size, value: 5.1 Fl Oz",['5.1 Fl Oz']
220057,B078ZMG7PF,oa-mine,validation,"Allegro Coffee Organic Espresso Sierra Ground Coffee, 12 oz",,,,,,,"{""size"": ""12 oz"", ""brand"": ""Allegro"", ""category"": ""café"", ""type"": ""Espresso"", ""origin"": ""Sierra""}","['size', 'brand', 'category', 'type', 'origin']","attribute: size, value: 12 oz | attribute: brand, value: Allegro | attribute: category, value: café | attribute: type, value: Espresso | attribute: origin, value: Sierra","['12 oz', 'Allegro', 'café', 'Espresso', 'Sierra']"
108054,B07NSYS41T,oa-mine,train,"365 by Whole Foods Market, Organic Hot Cereal, Steel-Cut Oats - Quick Cook, 24 Ounce",,,,,,,"{""brand"": ""Whole Foods Market"", ""category"": ""cereal"", ""type"": ""Hot Cereal"", ""cooking_method"": ""Quick Cook"", ""size"": ""24 Ounce""}","['brand', 'category', 'type', 'cooking_method', 'size']","attribute: brand, value: Whole Foods Market | attribute: category, value: cereal | attribute: type, value: Hot Cereal | attribute: cooking_method, value: Quick Cook | attribute: size, value: 24 Ounce","['Whole Foods Market', 'cereal', 'Hot Cereal', 'Quick Cook', '24 Ounce']"
1394864,B01LXCVECF,oa-mine,train,"Proraso Beard Balm, Cypress and Vetyver",,,,,,,"{""brand"": ""Proraso"", ""category"": ""barba"", ""name"": ""Cypress and Vetyver"", ""key_attributes"": [""Beard Balm""]}","['brand', 'category', 'name', 'key_attributes']","attribute: brand, value: Proraso | attribute: category, value: barba | attribute: name, value: Cypress and Vetyver | attribute: key_attributes, value: ['Beard Balm']","['Proraso', 'barba', 'Cypress and Vetyver', ['Beard Balm']]"
1610851,B007BJPL9I,oa-mine,train,Stacy Adams Men's Raynor Oxford,,,,,,,"{""brand"": ""Stacy Adams"", ""category"": ""sapato"", ""style"": ""Oxford""}","['brand', 'category', 'style']","attribute: brand, value: Stacy Adams | attribute: category, value: sapato | attribute: style, value: Oxford","['Stacy Adams', 'sapato', 'Oxford']"
460120,B003U5Y2HO,oa-mine,train,"Colgate Extra Clean Full Head Toothbrush, Medium - 4 Count (Pack of 3)",,,,,,,"{""brand"": ""Colgate"", ""category"": ""toothbrush"", ""size"": ""Medium"", ""quantity"": ""4 Count (Pack of 3)""}","['brand', 'category', 'size', 'quantity']","attribute: brand, value: Colgate | attribute: category, value: toothbrush | attribute: size, value: Medium | attribute: quantity, value: 4 Count (Pack of 3)","['Colgate', 'toothbrush', 'Medium', '4 Count (Pack of 3)']"
748018,B01IA98NQ0,oa-mine,train,GUM End-Tuft Brush Soft 1 Each (Pack of 2),,,,,,,"{""brand"": ""GUM"", ""category"": ""escovas de dente"", ""quantity"": 2, ""pack_type"": ""Pack of 2"", ""size"": ""Soft""}","['brand', 'category', 'quantity', 'pack_type', 'size']","attribute: brand, value: GUM | attribute: category, value: escovas de dente | attribute: quantity, value: 2 | attribute: pack_type, value: Pack of 2 | attribute: size, value: Soft","['GUM', 'escovas de dente', 2, 'Pack of 2', 'Soft']"
1652887,B07F43TJF6,oa-mine,test,"Sun Bum Tinted Lip Balm Bon Fire | SPF 15 | UVA / UVB Broad Spectrum Protection | Sensitive Skin Safe | Hypoallergenic, Paraben Free | Ozybenzone Free | 0.15 Oz",,,,,,,"{""brand"": ""Sun Bum"", ""category"": ""lip balm"", ""color"": ""Bon Fire"", ""spf"": ""15"", ""protection"": [""UVA / UVB Broad Spectrum Protection""], ""skin_sensitivity"": [""Sensitive Skin Safe""], ""ingredients"": [""Ozybenzone Free""]}","['brand', 'category', 'color', 'spf', 'protection', 'skin_sensitivity', 'ingredients']","attribute: brand, value: Sun Bum | attribute: category, value: lip balm | attribute: color, value: Bon Fire | attribute: spf, value: 15 | attribute: protection, value: ['UVA / UVB Broad Spectrum Protection'] | attribute: skin_sensitivity, value: ['Sensitive Skin Safe'] | attribute: ingredients, value: ['Ozybenzone Free']","['Sun Bum', 'lip balm', 'Bon Fire', '15', ['UVA / UVB Broad Spectrum Protection'], ['Sensitive Skin Safe'], ['Ozybenzone Free']]"
1415906,B01M1NFYE5,oa-mine,train,"REBBL Matcha Latte, 12 oz",,,,,,,"{""size"": ""12 oz""}",['size'],"attribute: size, value: 12 oz",['12 oz']
12282,B087F5MJ9H,oa-mine,test,(20 Masks Pieces per Pack) Craft & Soul Mattana Face Mask Cover Reusable Washable Comfortable Fabric Cloth,,,,,,,"{""brand"": ""Craft & Soul"", ""category"": ""face mask"", ""quantity"": ""20"", ""pack_type"": ""Pieces per Pack"", ""material"": ""Fabric Cloth"", ""reusable"": true, ""washable"": true, ""intended_use"": ""Face Mask""}","['brand', 'category', 'quantity', 'pack_type', 'material', 'reusable', 'washable', 'intended_use']","attribute: brand, value: Craft & Soul | attribute: category, value: face mask | attribute: quantity, value: 20 | attribute: pack_type, value: Pieces per Pack | attribute: material, value: Fabric Cloth | attribute: reusable, value: True | attribute: washable, value: True | attribute: intended_use, value: Face Mask","['Craft & Soul', 'face mask', '20', 'Pieces per Pack', 'Fabric Cloth', True, True, 'Face Mask']"
1299796,B01MR96PVN,oa-mine,train,"Pacifica Kale Charcoal Ultimate Detox Face Mask For All Skin Types(Vegan & Cruelty Free), lime, 2.25 Fl.Oz",,,,,,,"{""brand"": ""Pacifica"", ""category"": ""face mask"", ""color"": ""lime"", ""size"": ""2.25 Fl.Oz""}","['brand', 'category', 'color', 'size']","attribute: brand, value: Pacifica | attribute: category, value: face mask | attribute: color, value: lime | attribute: size, value: 2.25 Fl.Oz","['Pacifica', 'face mask', 'lime', '2.25 Fl.Oz']"
1190955,B00028LX1U,oa-mine,train,"NOW Supplements, Vitamin C Crystals (Ascorbic Acid), Antioxidant Protection*, 8-Ounce",,,,,,,"{""brand"": ""NOW Supplements"", ""category"": ""vitaminas"", ""product_type"": ""Vitamin C Crystals (Ascorbic Acid)"", ""features"": [""Antioxidant Protection""]}","['brand', 'category', 'product_type', 'features']","attribute: brand, value: NOW Supplements | attribute: category, value: vitaminas | attribute: product_type, value: Vitamin C Crystals (Ascorbic Acid) | attribute: features, value: ['Antioxidant Protection']","['NOW Supplements', 'vitaminas', 'Vitamin C Crystals (Ascorbic Acid)', ['Antioxidant Protection']]"
1196490,B004UKHOF0,oa-mine,train,Naturalizer Women's Deino Pump,,,,,,,"{""brand"": ""Naturalizer"", ""category"": ""sapato feminino"", ""intended_use"": null}","['brand', 'category', 'intended_use']","attribute: brand, value: Naturalizer | attribute: category, value: sapato feminino | attribute: intended_use, value: None","['Naturalizer', 'sapato feminino', None]"
213217,B012EU461W,oa-mine,train,"Alba Botanica Sensitive Mineral Sunscreen Fragrance Free, SPF 30 4 oz (Pack Of 2)",,,,,,,"{""brand"": ""Alba Botanica"", ""category"": ""sunscreen"", ""size"": ""4 oz (Pack Of 2)"", ""spf"": ""30"", ""features"": ""fragrance free""}","['brand', 'category', 'size', 'spf', 'features']","attribute: brand, value: Alba Botanica | attribute: category, value: sunscreen | attribute: size, value: 4 oz (Pack Of 2) | attribute: spf, value: 30 | attribute: features, value: fragrance free","['Alba Botanica', 'sunscreen', '4 oz (Pack Of 2)', '30', 'fragrance free']"
1252267,B01LYKXFLE,oa-mine,train,Oliology Coconut Oil Conditioner - Nutrient Rich | Restores Vibrancy | Botanically Infused | Paraben Free,,,,,,,"{""brand"": ""Oliology"", ""category"": ""condicionador"", ""key_features"": [""Nutrient Rich"", ""Restores Vibrancy"", ""Botanically Infused"", ""Paraben Free""]}","['brand', 'category', 'key_features']","attribute: brand, value: Oliology | attribute: category, value: condicionador | attribute: key_features, value: ['Nutrient Rich', 'Restores Vibrancy', 'Botanically Infused', 'Paraben Free']","['Oliology', 'condicionador', ['Nutrient Rich', 'Restores Vibrancy', 'Botanically Infused', 'Paraben Free']]"
708524,B01MYU2350,oa-mine,train,"Folgers Classic Roast Medium Roast Ground Coffee, 38.4 Ounces",,,,,,,"{""brand"": ""Folgers"", ""category"": ""café"", ""roast_type"": ""Medium Roast"", ""size"": ""38.4 Ounces""}","['brand', 'category', 'roast_type', 'size']","attribute: brand, value: Folgers | attribute: category, value: café | attribute: roast_type, value: Medium Roast | attribute: size, value: 38.4 Ounces","['Folgers', 'café', 'Medium Roast', '38.4 Ounces']"
1980233,B08C4RG97C,oa-mine,validation,"Washable Face Mask with Adjustable Ear Loops & Nose Wire - 3 Layers,100% Cotton Inner Layer - Cloth Reusable Face Protection with Filter Pocket - (Blue Butterfly Floral)",,,,,,,"{""brand"": null, ""category"": ""face mask"", ""color"": ""Blue Butterfly Floral"", ""layers"": 3, ""material"": ""100% Cotton Inner Layer"", ""ear_loop_type"": ""Adjustable Ear Loops"", ""nose_wire"": ""Nose Wire"", ""filter_pocket"": true}","['brand', 'category', 'color', 'layers', 'material', 'ear_loop_type', 'nose_wire', 'filter_pocket']","attribute: brand, value: None | attribute: category, value: face mask | attribute: color, value: Blue Butterfly Floral | attribute: layers, value: 3 | attribute: material, value: 100% Cotton Inner Layer | attribute: ear_loop_type, value: Adjustable Ear Loops | attribute: nose_wire, value: Nose Wire | attribute: filter_pocket, value: True","[None, 'face mask', 'Blue Butterfly Floral', 3, '100% Cotton Inner Layer', 'Adjustable Ear Loops', 'Nose Wire', True]"
1140562,B082654JQY,oa-mine,train,"Micro Dust Mask Anti-Dust Nose Protection - Personal Protective Facemask Substitute - Dustproof Breathable Filters for Woodworking, Sanding Protection & Construction - 10 Pack (Black)",,,,,,,"{""brand"": null, ""category"": ""máscara de proteção"", ""color"": ""black"", ""intended_use"": ""proteção contra poeira"", ""pack_size"": ""10 Pack""}","['brand', 'category', 'color', 'intended_use', 'pack_size']","attribute: brand, value: None | attribute: category, value: máscara de proteção | attribute: color, value: black | attribute: intended_use, value: proteção contra poeira | attribute: pack_size, value: 10 Pack","[None, 'máscara de proteção', 'black', 'proteção contra poeira', '10 Pack']"
776308,B00JHN8AZ8,oa-mine,train,"Goddess Garden Organics Natural Mineral Sunscreen - New Formula Available , 6 ounce",,,,,,,"{""brand"": ""Goddess Garden Organics"", ""category"": ""sunscreen"", ""size"": ""6 ounce"", ""formula"": ""New Formula""}","['brand', 'category', 'size', 'formula']","attribute: brand, value: Goddess Garden Organics | attribute: category, value: sunscreen | attribute: size, value: 6 ounce | attribute: formula, value: New Formula","['Goddess Garden Organics', 'sunscreen', '6 ounce', 'New Formula']"
1203571,B003KVPEU2,oa-mine,train,"Nestle Cerelac Infant Cereal with Milk & Wheat mixed fruit, 35.27 Ounce",,,,,,,"{""brand"": ""Nestle"", ""category"": ""cereal"", ""ingredients"": ""Milk & Wheat mixed fruit"", ""size"": ""35.27 Ounce""}","['brand', 'category', 'ingredients', 'size']","attribute: brand, value: Nestle | attribute: category, value: cereal | attribute: ingredients, value: Milk & Wheat mixed fruit | attribute: size, value: 35.27 Ounce","['Nestle', 'cereal', 'Milk & Wheat mixed fruit', '35.27 Ounce']"
1245942,B00K6GWFAQ,oa-mine,test,"Ocean Potion Spf30 Scent Of Sunshine Sunscreen Lotion, 6.8 Ounces /200 Milliliters (2 Pack)",,,,,,,"{""brand"": ""Ocean Potion"", ""category"": ""sunscreen"", ""size"": ""6.8 Ounces /200 Milliliters (2 Pack)"", ""protection_level"": ""SPF30"", ""intended_use"": ""sunscreen""}","['brand', 'category', 'size', 'protection_level', 'intended_use']","attribute: brand, value: Ocean Potion | attribute: category, value: sunscreen | attribute: size, value: 6.8 Ounces /200 Milliliters (2 Pack) | attribute: protection_level, value: SPF30 | attribute: intended_use, value: sunscreen","['Ocean Potion', 'sunscreen', '6.8 Ounces /200 Milliliters (2 Pack)', 'SPF30', 'sunscreen']"
1502232,B004FY8G6M,oa-mine,train,Sanuk Shuffle,,,,,,,"{""brand"": ""Sanuk"", ""category"": ""sandals"", ""key_attributes"": [""casual"", ""comfortable""]}","['brand', 'category', 'key_attributes']","attribute: brand, value: Sanuk | attribute: category, value: sandals | attribute: key_attributes, value: ['casual', 'comfortable']","['Sanuk', 'sandals', ['casual', 'comfortable']]"
1666084,B08HNHH6L9,oa-mine,train,Swiss Eagle MULTICOLOUR Cotton Respirator 6 Layer Reusable Outdoor Face Mask (PACK OF 4) (Black Grey Brown Royal Blue),,,,,,,"{""brand"": ""Swiss Eagle"", ""category"": ""máscara de proteção"", ""material"": ""cotton"", ""layers"": ""6 layer"", ""color"": ""Black Grey Brown Royal Blue""}","['brand', 'category', 'material', 'layers', 'color']","attribute: brand, value: Swiss Eagle | attribute: category, value: máscara de proteção | attribute: material, value: cotton | attribute: layers, value: 6 layer | attribute: color, value: Black Grey Brown Royal Blue","['Swiss Eagle', 'máscara de proteção', 'cotton', '6 layer', 'Black Grey Brown Royal Blue']"
423302,B000E682NW,oa-mine,train,"Celestial Seasonings Herbal Tea, True Blueberry, 20 Count (Pack of 6)",,,,,,,"{""brand"": ""Celestial Seasonings"", ""category"": ""teas"", ""flavor"": ""True Blueberry"", ""count"": 20, ""pack_size"": ""Pack of 6""}","['brand', 'category', 'flavor', 'count', 'pack_size']","attribute: brand, value: Celestial Seasonings | attribute: category, value: teas | attribute: flavor, value: True Blueberry | attribute: count, value: 20 | attribute: pack_size, value: Pack of 6","['Celestial Seasonings', 'teas', 'True Blueberry', 20, 'Pack of 6']"
1670063,B007E7KISQ,oa-mine,train,"T.U.K. Unisex A8140 Creeper Oxford,Black/White,5 M US",,,,,,,"{""brand"": ""T.U.K."", ""category"": ""calçados"", ""color"": ""Black/White"", ""size"": ""5 M US""}","['brand', 'category', 'color', 'size']","attribute: brand, value: T.U.K. | attribute: category, value: calçados | attribute: color, value: Black/White | attribute: size, value: 5 M US","['T.U.K.', 'calçados', 'Black/White', '5 M US']"
1259778,B002YQ2VLE,oa-mine,validation,"Onex Women's Infinity Thong,Black,5 M US",,,,,,,"{""brand"": ""Onex"", ""category"": ""calçado feminino"", ""color"": ""Black"", ""size"": ""5 M US""}","['brand', 'category', 'color', 'size']","attribute: brand, value: Onex | attribute: category, value: calçado feminino | attribute: color, value: Black | attribute: size, value: 5 M US","['Onex', 'calçado feminino', 'Black', '5 M US']"
1480919,B00Q4NNELE,oa-mine,train,"SJP by Sarah Jessica Parker Women's Fawn Pointed Toe Dress Pump, Candy, 6.5 Medium US",,,,,,,"{""brand"": ""SJP by Sarah Jessica Parker"", ""category"": ""vestido de salto"", ""color"": ""Fawn"", ""size"": ""6.5 Medium US""}","['brand', 'category', 'color', 'size']","attribute: brand, value: SJP by Sarah Jessica Parker | attribute: category, value: vestido de salto | attribute: color, value: Fawn | attribute: size, value: 6.5 Medium US","['SJP by Sarah Jessica Parker', 'vestido de salto', 'Fawn', '6.5 Medium US']"
225429,B07X3M356C,oa-mine,train,"Amazon Brand - Happy Belly Tea Pods Compatible with 2.0 K-Cup Brewers, Green Tea, 24 Count (Previously Solimo)",,,,,,,"{""brand"": ""Amazon Brand"", ""category"": ""tea pods"", ""compatible_brewers"": ""2.0 K-Cup Brewers"", ""flavor"": ""Green Tea"", ""count"": 24, ""previous_brand"": ""Solimo""}","['brand', 'category', 'compatible_brewers', 'flavor', 'count', 'previous_brand']","attribute: brand, value: Amazon Brand | attribute: category, value: tea pods | attribute: compatible_brewers, value: 2.0 K-Cup Brewers | attribute: flavor, value: Green Tea | attribute: count, value: 24 | attribute: previous_brand, value: Solimo","['Amazon Brand', 'tea pods', '2.0 K-Cup Brewers', 'Green Tea', 24, 'Solimo']"
715768,B00U3ZHL0E,oa-mine,train,Forever New 32oz Liquid Original Scent Fabric Care Wash - Natural Laundry Detergent,,,,,,,"{""brand"": ""Forever New"", ""category"": ""detergente de roupa"", ""size"": ""32oz"", ""type"": ""Liquid Laundry Detergent"", ""intended_use"": ""Lavagem de roupas"", ""fragrance"": ""Original Scent""}","['brand', 'category', 'size', 'type', 'intended_use', 'fragrance']","attribute: brand, value: Forever New | attribute: category, value: detergente de roupa | attribute: size, value: 32oz | attribute: type, value: Liquid Laundry Detergent | attribute: intended_use, value: Lavagem de roupas | attribute: fragrance, value: Original Scent","['Forever New', 'detergente de roupa', '32oz', 'Liquid Laundry Detergent', 'Lavagem de roupas', 'Original Scent']"
1263325,B07XG68WX2,oa-mine,train,"Oral-B Pro 1000 CrossAction Electric Toothbrush, Green",,,,,,,"{""brand"": ""Oral-B"", ""category"": ""toothbrush"", ""color"": ""verde""}","['brand', 'category', 'color']","attribute: brand, value: Oral-B | attribute: category, value: toothbrush | attribute: color, value: verde","['Oral-B', 'toothbrush', 'verde']"
828221,B07FQS6TPH,oa-mine,train,"Hawaiian Tropic Silk Hydration Weightless Sunscreen Lotion, Broad-Spectrum Protection, SPF 50, 6 Ounces - Pack of 3",,,,,,,"{""brand"": ""Hawaiian Tropic"", ""category"": ""sunscreen"", ""size"": ""6 Ounces"", ""quantity"": ""Pack of 3"", ""protection"": ""Broad-Spectrum Protection"", ""spf"": ""50""}","['brand', 'category', 'size', 'quantity', 'protection', 'spf']","attribute: brand, value: Hawaiian Tropic | attribute: category, value: sunscreen | attribute: size, value: 6 Ounces | attribute: quantity, value: Pack of 3 | attribute: protection, value: Broad-Spectrum Protection | attribute: spf, value: 50","['Hawaiian Tropic', 'sunscreen', '6 Ounces', 'Pack of 3', 'Broad-Spectrum Protection', '50']"
177267,B073GQLQ1X,oa-mine,train,"AG Hair Natural Boost Conditioner, Apple Cider Vinegar, 12 Fl Oz",,,,,,,"{""brand"": ""AG"", ""category"": ""shampoo/conditioner"", ""size"": ""12 Fl Oz"", ""ingredients"": [""Apple Cider Vinegar""]}","['brand', 'category', 'size', 'ingredients']","attribute: brand, value: AG | attribute: category, value: shampoo/conditioner | attribute: size, value: 12 Fl Oz | attribute: ingredients, value: ['Apple Cider Vinegar']","['AG', 'shampoo/conditioner', '12 Fl Oz', ['Apple Cider Vinegar']]"
894548,B001CSO9XS,oa-mine,train,"Indigo Wild Zum Clean Laundry Soap Frankincense Myrrh,64 fl oz",,,,,,,"{""brand"": ""Zum"", ""category"": ""detergente de roupa"", ""size"": ""64 fl oz"", ""key_attributes"": [""Frankincense Myrrh""]}","['brand', 'category', 'size', 'key_attributes']","attribute: brand, value: Zum | attribute: category, value: detergente de roupa | attribute: size, value: 64 fl oz | attribute: key_attributes, value: ['Frankincense Myrrh']","['Zum', 'detergente de roupa', '64 fl oz', ['Frankincense Myrrh']]"
1286224,B00J5HVJUY,oa-mine,train,OxiClean Gel Sticks - 6.2 oz - 2 pk,,,,,,,"{""brand"": ""OxiClean"", ""size"": ""6.2 oz"", ""quantity"": ""2 pk""}","['brand', 'size', 'quantity']","attribute: brand, value: OxiClean | attribute: size, value: 6.2 oz | attribute: quantity, value: 2 pk","['OxiClean', '6.2 oz', '2 pk']"
289741,B07QMY2QW1,oa-mine,test,"Banana Boat Simply Protect Tear Free, Reef Friendly Sunscreen Lotion for Kids, Broad Spectrum SPF 50, 25% Fewer Ingredients, 6 Ounces - Twin Pack",,,,,,,"{""brand"": ""Banana Boat"", ""category"": ""sunscreen"", ""intended_use"": ""Kids"", ""features"": [""Tear free"", ""Reef Friendly"", ""Broad Spectrum SPF 50"", ""25% Fewer Ingredients""], ""size"": ""6 Ounces - Twin Pack""}","['brand', 'category', 'intended_use', 'features', 'size']","attribute: brand, value: Banana Boat | attribute: category, value: sunscreen | attribute: intended_use, value: Kids | attribute: features, value: ['Tear free', 'Reef Friendly', 'Broad Spectrum SPF 50', '25% Fewer Ingredients'] | attribute: size, value: 6 Ounces - Twin Pack","['Banana Boat', 'sunscreen', 'Kids', ['Tear free', 'Reef Friendly', 'Broad Spectrum SPF 50', '25% Fewer Ingredients'], '6 Ounces - Twin Pack']"
251269,B004KS5SWI,oa-mine,test,"Arm & Hammer Sensitive Skin Free & Clear, 100 Loads Liquid Laundry Detergent, 150 Fl oz",,,,,,,"{""brand"": ""Arm & Hammer"", ""category"": ""detergente de roupa"", ""size"": ""150 Fl oz"", ""intended_use"": ""lavagem de roupas sensíveis"", ""features"": ""Free & Clear""}","['brand', 'category', 'size', 'intended_use', 'features']","attribute: brand, value: Arm & Hammer | attribute: category, value: detergente de roupa | attribute: size, value: 150 Fl oz | attribute: intended_use, value: lavagem de roupas sensíveis | attribute: features, value: Free & Clear","['Arm & Hammer', 'detergente de roupa', '150 Fl oz', 'lavagem de roupas sensíveis', 'Free & Clear']"
